# Connecting Channels Monthly Flow
# Units = cms
#IGS Data Source: H:\SHARE\H&H\GL_H&HData & Reports\WaterBudgetTracking\L2SWBM\Daily\IGSdaily.csv
#Stage Fall Discharge Source: H:\SHAR\H&H\GL_H&HData & Reports\WaterBudgetTracking\ConnectingChannelFlows\data\OriginalData\csv\GLConnectingChannelFlows,1900-present_Columns.csv
#Coordinated Data Source: H:\SHAR\H&H\GL_H&HData & Reports\WaterBudgetTracking\ConnectingChannelFlows\data\OriginalData\csv\GLConnectingChannelFlows,1900-present_Columns.csv
# Created by Heather Lucier
# Last modified 2018-12-17 14:08:14 by jkp
#
"Year","Month","St.Marys (IGS)","St.Clair (IGS)","Detroit (IGS)","St. Marys (Flow Accounting)","St. Clair (SFD+ADVM)","Detroit (SFD+ADVM)","Niagara+Welland(SFD+ADVM)","St.Lawrence(SFD+ADVM)","St. Marys (Coordinated)","St. Clair (Coordinated)","Detroit (Coordinated)","Niagara+Welland (Coordinated)","St.Lawrence (Coordinated)"
1982,11,NA,NA,NA,2830,5610,5800,6483,7530,2830,5610,5800,6483,7530
1982,12,NA,NA,NA,2800,5490,5860,6658,7650,2800,5490,5860,6658,7650
1983,1,NA,NA,NA,2290,5470,5690,6641,6570,2290,5470,5690,6641,6570
1983,2,NA,NA,NA,2320,5470,5690,6405,6940,2320,5470,5690,6405,6940
1983,3,NA,NA,NA,2460,5640,5800,6384,7590,2460,5640,5800,6384,7590
1983,4,NA,NA,NA,2440,5610,5890,6720,7790,2440,5610,5890,6720,7790
1983,5,NA,NA,NA,2920,5780,6090,7182,7960,2920,5780,6090,7182,7960
1983,6,NA,NA,NA,2940,6060,6170,6863,8440,2940,6060,6170,6863,8440
1983,7,NA,NA,NA,2920,6120,6230,7019,7990,2920,6120,6230,7019,7990
1983,8,NA,NA,NA,3000,6000,6200,7086,7820,3000,6000,6200,7086,7820
1983,9,NA,NA,NA,2380,6000,6140,6876,7840,2380,6000,6140,6876,7840
1983,10,NA,NA,NA,1700,5950,6090,6619,7700,1700,5950,6090,6619,7700
1983,11,NA,NA,NA,2410,5800,6000,6716,7650,2410,5800,6000,6716,7650
1983,12,NA,NA,NA,2380,5380,5660,6989,7480,2380,5380,5660,6989,7480
1984,1,NA,NA,NA,2290,4390,4670,6240,6740,2290,4390,4670,6240,6740
1984,2,NA,NA,NA,2150,5410,5890,6441,7480,2150,5410,5890,6441,7480
1984,3,NA,NA,NA,2290,5210,5800,6728,7930,2290,5210,5800,6728,7930
1984,4,NA,NA,NA,2290,3680,4050,7011,7990,2290,3680,4050,7011,7990
1984,5,NA,NA,NA,2800,6000,5950,7072,8690,2800,6000,5950,7072,8690
1984,6,NA,NA,NA,2830,6120,6310,7091,8750,2830,6120,6310,7091,8750
1984,7,NA,NA,NA,3030,6170,6260,6992,8670,3030,6170,6260,6992,8670
1984,8,NA,NA,NA,3110,6170,6290,6835,8640,3110,6170,6290,6835,8640
1984,9,NA,NA,NA,2920,6120,6260,6765,8440,2920,6120,6260,6765,8440
1984,10,NA,NA,NA,2100,6090,6230,6591,7670,2100,6090,6230,6591,7670
1984,11,NA,NA,NA,1610,6060,6230,6661,7500,1610,6060,6230,6661,7500
1984,12,NA,NA,NA,1930,6030,6230,6649,7360,1930,6030,6230,6649,7360
1985,1,NA,NA,NA,1980,5580,5830,6511,6480,1980,5580,5830,6511,6480
1985,2,NA,NA,NA,1980,5410,5780,5924,7280,1980,5410,5780,5924,7280
1985,3,NA,NA,NA,2010,5750,6460,7026,7840,2010,5750,6460,7026,7840
1985,4,NA,NA,NA,1980,6000,6400,7729,8350,1980,6000,6400,7729,8350
1985,5,NA,NA,NA,1980,6370,6460,7733,8440,1980,6370,6460,7733,8440
1985,6,NA,NA,NA,1930,6430,6480,7669,8640,1930,6430,6480,7669,8640
1985,7,NA,NA,NA,1900,6370,6460,7262,8580,1900,6370,6460,7262,8580
1985,8,NA,NA,NA,2320,6370,6480,7105,8380,2320,6370,6480,7105,8380
1985,9,NA,NA,NA,2890,6370,6510,7029,8380,2890,6370,6510,7029,8380
1985,10,NA,NA,NA,3450,6370,6510,6808,8180,3450,6370,6510,6808,8180
1985,11,NA,NA,NA,3740,6260,6740,7162,8100,3740,6260,6740,7162,8100
1985,12,NA,NA,NA,2920,6120,6340,7754,7760,2920,6120,6340,7754,7760
1986,1,NA,NA,NA,2410,5520,5800,6681,7020,2410,5520,5800,6681,7020
1986,2,NA,NA,NA,2440,5610,5800,6977,8160,2440,5610,5800,6977,8160
1986,3,NA,NA,NA,2410,5830,6400,7607,8520,2410,5830,6400,7607,8520
1986,4,NA,NA,NA,2290,6260,6430,7571,8980,2290,6260,6430,7571,8980
1986,5,NA,NA,NA,3000,6370,6430,7801,9370,3000,6370,6430,7801,9370
1986,6,NA,NA,NA,3230,6400,6570,7944,9200,3230,6400,6570,7944,9200
1986,7,NA,NA,NA,3140,6540,6630,7813,9490,3140,6540,6630,7813,9490
1986,8,NA,NA,NA,3230,6630,6680,7557,9230,3230,6630,6680,7557,9230
1986,9,NA,NA,NA,3060,6600,6740,7278,9230,3060,6600,6740,7278,9230
1986,10,NA,NA,NA,2440,6740,7080,7569,9170,2440,6740,7080,7569,9170
1986,11,NA,NA,NA,1640,6650,6770,7386,9570,1640,6650,6770,7386,9570
1986,12,NA,NA,NA,1980,6230,6540,7678,9260,1980,6230,6540,7678,9260
1987,1,NA,NA,NA,2010,6190,6330,7552,8470,2010,6190,6330,7552,8470
1987,2,NA,NA,NA,1980,5730,5840,7158,8100,1980,5730,5840,7158,8100
1987,3,NA,NA,NA,2010,5840,6150,7125,8890,2010,5840,6150,7125,8890
1987,4,NA,NA,NA,2010,6210,6410,7426,8860,2010,6210,6410,7426,8860
1987,5,NA,NA,NA,2410,6190,6240,7346,9320,2410,6190,6240,7346,9320
1987,6,NA,NA,NA,2180,6240,6270,7175,8890,2180,6240,6270,7175,8890
1987,7,NA,NA,NA,1590,6170,6220,7251,8670,1590,6170,6220,7251,8670
1987,8,NA,NA,NA,1560,6130,6190,6997,8100,1560,6130,6190,6997,8100
1987,9,NA,NA,NA,1560,5990,6100,6899,7790,1560,5990,6100,6899,7790
1987,10,NA,NA,NA,1670,5910,5980,6726,7730,1670,5910,5980,6726,7730
1987,11,NA,NA,NA,1560,5840,6010,6462,7020,1560,5840,6010,6462,7020
1987,12,NA,NA,NA,1560,5710,6110,6631,7560,1560,5710,6110,6631,7560
1988,1,NA,NA,NA,1780,5410,5490,6416,6740,1780,5410,5490,6416,6740
1988,2,NA,NA,NA,1780,5310,5420,6354,7140,1780,5310,5420,6354,7140
1988,3,NA,NA,NA,1780,5600,5850,6308,7360,1780,5600,5850,6308,7360
1988,4,NA,NA,NA,1780,5830,5970,6435,7160,1780,5830,5970,6435,7160
1988,5,NA,NA,NA,1980,5860,5890,6601,6740,1980,5860,5890,6601,6740
1988,6,NA,NA,NA,1930,5870,5810,6368,7110,1930,5870,5810,6368,7110
1988,7,NA,NA,NA,1590,5780,5830,6096,6880,1590,5780,5830,6096,6880
1988,8,NA,NA,NA,1590,5730,5760,6202,6970,1590,5730,5760,6202,6970
1988,9,NA,NA,NA,1980,5610,5660,5942,6880,1980,5610,5660,5942,6880
1988,10,NA,NA,NA,1900,5590,5700,5964,6770,1900,5590,5700,5964,6770
1988,11,NA,NA,NA,1590,5490,5720,5927,6990,1590,5490,5720,5927,6990
1988,12,NA,NA,NA,2270,5630,5710,5922,6970,2270,5630,5710,5922,6970
1989,1,NA,NA,NA,2240,5430,5570,5955,6060,2240,5430,5570,5955,6060
1989,2,NA,NA,NA,2270,5150,5320,5723,6400,2270,5150,5320,5723,6400
1989,3,NA,NA,NA,2180,5290,5350,5555,6200,2180,5290,5350,5555,6200
1989,4,NA,NA,NA,2210,5510,5680,6228,5800,2210,5510,5680,6228,5800
1989,5,NA,NA,NA,2630,5580,5580,6431,6460,2630,5580,5580,6431,6460
1989,6,NA,NA,NA,2660,5540,5600,6702,7360,2660,5540,5600,6702,7360
1989,7,NA,NA,NA,2660,5590,5590,6488,7960,2660,5590,5590,6488,7960
1989,8,NA,NA,NA,2610,5580,5610,6438,7650,2610,5580,5610,6438,7650
1989,9,NA,NA,NA,2410,5570,5630,6185,7420,2410,5570,5630,6185,7420
1989,10,NA,NA,NA,2040,5440,5550,6006,7220,2040,5440,5550,6006,7220
1989,11,NA,NA,NA,1900,5350,5490,6174,7420,1900,5350,5490,6174,7420
1989,12,NA,NA,NA,1900,4780,4810,5645,6710,1900,4780,4810,5645,6710
1990,1,NA,NA,NA,1900,4870,5220,5732,6870,1900,4870,5220,5732,6870
1990,2,NA,NA,NA,1900,4950,5300,6024,7190,1900,4950,5300,6024,7190
1990,3,NA,NA,NA,1900,4950,5280,6202,7480,1900,4950,5280,6202,7480
1990,4,NA,NA,NA,1890,5160,5360,6532,7850,1890,5160,5360,6532,7850
1990,5,NA,NA,NA,2040,5270,5360,6605,8170,2040,5270,5360,6605,8170
1990,6,NA,NA,NA,1600,5360,5430,6529,8330,1600,5360,5430,6529,8330
1990,7,NA,NA,NA,1860,5530,5570,6272,7880,1860,5530,5570,6272,7880
1990,8,NA,NA,NA,1830,5490,5550,6295,7560,1830,5490,5550,6295,7560
1990,9,NA,NA,NA,1840,5420,5600,6446,7380,1840,5420,5600,6446,7380
1990,10,NA,NA,NA,1670,5370,5580,6374,7300,1670,5370,5580,6374,7300
1990,11,NA,NA,NA,1860,5400,5620,6195,7320,1860,5400,5620,6195,7320
1990,12,NA,NA,NA,1720,5360,5590,6401,7120,1720,5360,5590,6401,7120
1991,1,NA,NA,NA,1570,4870,5360,6708,6720,1570,4870,5360,6708,6720
1991,2,NA,NA,NA,1560,5050,5300,6522,8020,1560,5050,5300,6522,8020
1991,3,NA,NA,NA,1560,5160,5370,6581,8900,1560,5160,5370,6581,8900
1991,4,NA,NA,NA,1930,5420,5610,6634,7890,1930,5420,5610,6634,7890
1991,5,NA,NA,NA,2140,5580,5690,6606,8670,2140,5580,5690,6606,8670
1991,6,NA,NA,NA,2150,5690,5780,6430,7930,2150,5690,5780,6430,7930
1991,7,NA,NA,NA,2180,5710,5750,6297,7590,2180,5710,5750,6297,7590
1991,8,NA,NA,NA,2480,5680,5730,6118,7360,2480,5680,5730,6118,7360
1991,9,NA,NA,NA,1950,5560,5600,6034,7170,1950,5560,5600,6034,7170
1991,10,NA,NA,NA,1930,5450,5490,5798,6780,1930,5450,5490,5798,6780
1991,11,NA,NA,NA,1980,5450,5520,5752,6340,1980,5450,5520,5752,6340
1991,12,NA,NA,NA,2340,5600,5640,5884,6260,2340,5600,5640,5884,6260
1992,1,NA,NA,NA,2270,5250,5460,5711,6150,2270,5250,5460,5711,6150
1992,2,NA,NA,NA,2270,5090,5420,5814,6370,2270,5090,5420,5814,6370
1992,3,NA,NA,NA,2180,5400,5580,6044,6580,2180,5400,5580,6044,6580
1992,4,NA,NA,NA,2160,5480,5670,6399,6930,2160,5480,5670,6399,6930
1992,5,NA,NA,NA,2280,5580,5640,6496,7720,2280,5580,5640,6496,7720
1992,6,NA,NA,NA,2320,5540,5600,6174,7720,2320,5540,5600,6174,7720
1992,7,NA,NA,NA,2120,5460,5660,6371,7370,2120,5460,5660,6371,7370
1992,8,NA,NA,NA,2330,5430,5630,6515,7780,2330,5430,5630,6515,7780
1992,9,NA,NA,NA,2200,5310,5650,6724,8110,2200,5310,5650,6724,8110
1992,10,NA,NA,NA,2290,5410,5600,6589,8140,2290,5410,5600,6589,8140
1992,11,NA,NA,NA,2230,5280,5720,6667,8300,2230,5280,5720,6667,8300
1992,12,NA,NA,NA,2120,5440,5620,6809,8360,2120,5440,5620,6809,8360
1993,1,NA,NA,NA,2260,5260,5810,7144,7130,2260,5260,5810,7144,7130
1993,2,NA,NA,NA,2290,4960,5150,6744,7560,2290,4960,5150,6744,7560
1993,3,NA,NA,NA,2040,5100,5370,6790,8290,2040,5100,5370,6790,8290
1993,4,NA,NA,NA,2110,5260,5630,7260,8340,2110,5260,5630,7260,8340
1993,5,NA,NA,NA,2190,5640,5710,7189,10010,2190,5640,5710,7189,10010
1993,6,NA,NA,NA,2430,5830,5900,6826,10010,2430,5830,5900,6826,10010
1993,7,NA,NA,NA,2230,5950,6040,6883,8990,2230,5950,6040,6883,8990
1993,8,NA,NA,NA,2210,5960,6000,6591,8650,2210,5960,6000,6591,8650
1993,9,NA,NA,NA,2110,5930,6010,6481,7870,2110,5930,6010,6481,7870
1993,10,NA,NA,NA,2130,5880,5940,6388,7560,2130,5880,5940,6388,7560
1993,11,NA,NA,NA,2130,5840,5850,6300,7270,2130,5840,5850,6300,7270
1993,12,NA,NA,NA,2050,5800,5820,6376,7320,2050,5800,5820,6376,7320
1994,1,NA,NA,NA,2120,4630,4960,5905,6450,2120,4630,4960,5905,6450
1994,2,NA,NA,NA,2150,5000,5360,6111,7030,2150,5000,5360,6111,7030
1994,3,NA,NA,NA,2130,5580,5880,6236,7090,2130,5580,5880,6236,7090
1994,4,NA,NA,NA,2060,5670,5890,6540,7410,2060,5670,5890,6540,7410
1994,5,NA,NA,NA,2390,5780,5970,6921,8020,2390,5780,5970,6921,8020
1994,6,NA,NA,NA,2340,5780,5900,6557,8140,2340,5780,5900,6557,8140
1994,7,NA,NA,NA,2200,5800,5950,6694,7880,2200,5800,5950,6694,7880
1994,8,NA,NA,NA,2210,5830,5960,6659,7690,2210,5830,5960,6659,7690
1994,9,NA,NA,NA,2140,5870,5940,6461,7660,2140,5870,5940,6461,7660
1994,10,NA,NA,NA,2140,5820,5920,6239,7550,2140,5820,5920,6239,7550
1994,11,NA,NA,NA,2170,5780,5940,6353,7400,2170,5780,5940,6353,7400
1994,12,NA,NA,NA,2190,5770,5880,6150,7250,2190,5770,5880,6150,7250
1995,1,NA,NA,NA,2170,5550,5930,6555,6520,2170,5550,5930,6555,6520
1995,2,NA,NA,NA,2040,5060,5360,6153,6740,2040,5060,5360,6153,6740
1995,3,NA,NA,NA,1730,5240,5520,6212,7480,1730,5240,5520,6212,7480
1995,4,NA,NA,NA,1820,5500,5670,6426,7080,1820,5500,5670,6426,7080
1995,5,NA,NA,NA,1950,5620,5770,6622,6460,1950,5620,5770,6622,6460
1995,6,NA,NA,NA,1860,5690,5730,6290,6640,1860,5690,5730,6290,6640
1995,7,NA,NA,NA,1700,5580,5680,6436,6660,1700,5580,5680,6436,6660
1995,8,NA,NA,NA,1990,5600,5700,6242,6920,1990,5600,5700,6242,6920
1995,9,NA,NA,NA,1730,5650,5720,5902,6890,1730,5650,5720,5902,6890
1995,10,NA,NA,NA,1960,5480,5580,6054,6880,1960,5480,5580,6054,6880
1995,11,NA,NA,NA,2260,5590,5810,6194,7570,2260,5590,5810,6194,7570
1995,12,NA,NA,NA,2050,5340,5660,6038,7190,2050,5340,5660,6038,7190
1996,1,NA,NA,NA,2050,4420,4580,5795,6510,2050,4420,4580,5795,6510
1996,2,NA,NA,NA,2000,5110,5440,5824,7270,2000,5110,5440,5824,7270
1996,3,NA,NA,NA,2010,5190,5430,6007,7550,2010,5190,5430,6007,7550
1996,4,NA,NA,NA,1980,4730,4950,6106,7390,1980,4730,4950,6106,7390
1996,5,NA,NA,NA,2280,5720,5970,6629,7740,2280,5720,5970,6629,7740
1996,6,NA,NA,NA,2460,5780,6030,6748,8340,2460,5780,6030,6748,8340
1996,7,NA,NA,NA,2600,5930,6000,6675,8460,2600,5930,6000,6675,8460
1996,8,NA,NA,NA,2680,5920,5990,6604,8340,2680,5920,5990,6604,8340
1996,9,NA,NA,NA,3160,5870,6100,6780,7960,3160,5870,6100,6780,7960
1996,10,NA,NA,NA,3570,5860,6140,6764,8100,3570,5860,6140,6764,8100
1996,11,NA,NA,NA,3180,5970,6150,6698,8350,3180,5970,6150,6698,8350
1996,12,NA,NA,NA,2350,5760,6100,6966,8580,2350,5760,6100,6966,8580
1997,1,NA,NA,NA,2260,5380,5820,7014,7250,2260,5380,5820,7014,7250
1997,2,NA,NA,NA,2290,5570,6130,6839,8310,2290,5570,6130,6839,8310
1997,3,NA,NA,NA,2300,5780,6300,7444,9130,2300,5780,6300,7444,9130
1997,4,NA,NA,NA,2410,5950,6190,7637,8650,2410,5950,6190,7637,8650
1997,5,NA,NA,NA,2960,6130,6390,7798,8530,2960,6130,6390,7798,8530
1997,6,NA,NA,NA,3190,6080,6290,7726,9400,3190,6080,6290,7726,9400
1997,7,NA,NA,NA,3260,6240,6350,7722,9020,3260,6240,6350,7722,9020
1997,8,NA,NA,NA,2790,6320,6410,7421,8580,2790,6320,6410,7421,8580
1997,9,NA,NA,NA,2050,6310,6440,7273,8400,2050,6310,6440,7273,8400
1997,10,NA,NA,NA,1920,6230,6320,7051,8330,1920,6230,6320,7051,8330
1997,11,NA,NA,NA,1800,6090,6190,6915,8010,1800,6090,6190,6915,8010
1997,12,NA,NA,NA,1800,5930,6110,6988,8070,1800,5930,6110,6988,8070
1998,1,NA,NA,NA,1820,5640,6020,7173,6830,1820,5640,6020,7173,6830
1998,2,NA,NA,NA,1800,5620,5940,7049,8150,1800,5620,5940,7049,8150
1998,3,NA,NA,NA,1980,5640,6050,7408,9490,1980,5640,6050,7408,9490
1998,4,NA,NA,NA,1950,5820,6010,7525,8140,1950,5820,6010,7525,8140
1998,5,NA,NA,NA,2030,5860,5990,7415,9640,2030,5860,5990,7415,9640
1998,6,NA,NA,NA,1800,5900,5990,7260,8870,1800,5900,5990,7260,8870
1998,7,NA,NA,NA,1800,5900,6000,7184,8750,1800,5900,6000,7184,8750
1998,8,NA,NA,NA,1590,5790,5900,6852,8380,1590,5790,5900,6852,8380
1998,9,NA,NA,NA,1550,5770,5850,6634,8050,1550,5770,5850,6634,8050
1998,10,NA,NA,NA,1560,5670,5760,6292,7420,1560,5670,5760,6292,7420
1998,11,NA,NA,NA,1560,5550,5630,6076,6690,1560,5550,5630,6076,6690
1998,12,NA,NA,NA,1570,5520,5580,5940,6330,1570,5520,5580,5940,6330
1999,1,NA,NA,NA,1570,4700,5080,5599,5890,1570,4700,5080,5599,5890
1999,2,NA,NA,NA,1570,5260,5500,5816,6700,1570,5260,5500,5816,6700
1999,3,NA,NA,NA,1570,5030,5220,5953,6850,1570,5030,5220,5953,6850
1999,4,NA,NA,NA,1520,5210,5330,6070,6750,1520,5210,5330,6070,6750
1999,5,NA,NA,NA,1550,5200,5280,6219,6350,1550,5200,5280,6219,6350
1999,6,NA,NA,NA,2070,5280,5330,5879,6250,2070,5280,5330,5879,6250
1999,7,NA,NA,NA,2180,5380,5450,5967,6220,2180,5380,5450,5967,6220
1999,8,NA,NA,NA,2490,5470,5470,5604,6290,2490,5470,5470,5604,6290
1999,9,NA,NA,NA,2450,5300,5330,5470,6250,2450,5300,5330,5470,6250
1999,10,NA,NA,NA,2220,5220,5280,5439,6160,2220,5220,5280,5439,6160
1999,11,NA,NA,NA,2020,5160,5230,5552,6010,2020,5160,5230,5552,6010
1999,12,NA,NA,NA,2040,5010,5160,5568,5930,2040,5010,5160,5568,5930
2000,1,NA,NA,NA,1900,4560,4800,5388,5940,1900,4560,4800,5388,5940
2000,2,NA,NA,NA,1780,4320,4420,5194,5900,1780,4320,4420,5194,5900
2000,3,NA,NA,NA,1720,4940,5080,5244,5820,1720,4940,5080,5244,5820
2000,4,NA,NA,NA,1850,4900,5120,5536,5940,1850,4900,5120,5536,5940
2000,5,NA,NA,NA,1870,4870,5060,5799,6770,1870,4870,5060,5799,6770
2000,6,NA,NA,NA,1720,4890,5110,5965,7520,1720,4890,5110,5965,7520
2000,7,NA,NA,NA,2080,4890,5160,6083,8220,2080,4890,5160,6083,8220
2000,8,NA,NA,NA,2180,4900,5160,5987,7930,2180,4900,5160,5987,7930
2000,9,NA,NA,NA,1930,4960,5160,5777,7500,1930,4960,5160,5777,7500
2000,10,NA,NA,NA,1560,4920,5080,5599,6920,1560,4920,5080,5599,6920
2000,11,NA,NA,NA,1570,4840,5010,5634,6400,1570,4840,5010,5634,6400
2000,12,NA,NA,NA,1580,4550,4750,5552,6000,1580,4550,4750,5552,6000
2001,1,NA,NA,NA,1600,4160,4580,5255,5940,1600,4160,4580,5255,5940
2001,2,NA,NA,NA,1570,4500,5150,5415,6020,1570,4500,5150,5415,6020
2001,3,NA,NA,NA,1540,4650,4980,5490,6420,1540,4650,4980,5490,6420
2001,4,NA,NA,NA,1540,4660,4880,5636,6640,1540,4660,4880,5636,6640
2001,5,NA,NA,NA,1980,4830,4910,5797,6730,1980,4830,4910,5797,6730
2001,6,NA,NA,NA,2120,4970,5070,5650,6260,2120,4970,5070,5650,6260
2001,7,NA,NA,NA,2290,5030,5050,5475,6320,2290,5030,5050,5475,6320
2001,8,NA,NA,NA,2240,5030,5040,5442,6520,2240,5030,5040,5442,6520
2001,9,NA,NA,NA,2230,5050,5090,5238,6400,2230,5050,5090,5238,6400
2001,10,NA,NA,NA,1960,5040,5260,5479,6130,1960,5040,5260,5479,6130
2001,11,NA,NA,NA,1740,5160,5260,5335,5900,1740,5160,5260,5335,5900
2001,12,NA,NA,NA,1950,5040,5340,5695,6030,1950,5040,5340,5695,6030
2002,1,NA,NA,NA,2020,5020,5150,5669,6120,2020,5020,5150,5669,6120
2002,2,NA,NA,NA,1900,4830,5200,5961,5980,1900,4830,5200,5961,5980
2002,3,NA,NA,NA,1810,4930,5150,5904,6930,1810,4930,5150,5904,6930
2002,4,NA,NA,NA,1840,4890,5170,6160,7080,1840,4890,5170,6160,7080
2002,5,NA,NA,NA,2050,5130,5250,6415,7590,2050,5130,5250,6415,7590
2002,6,NA,NA,NA,2150,5260,5300,6263,8160,2150,5260,5300,6263,8160
2002,7,NA,NA,NA,2240,5370,5390,6006,8170,2240,5370,5390,6006,8170
2002,8,NA,NA,NA,2270,5410,5370,5789,7680,2270,5410,5370,5789,7680
2002,9,NA,NA,NA,2270,5320,5320,5614,6830,2270,5320,5320,5614,6830
2002,10,NA,NA,NA,2180,5280,5290,5491,6520,2180,5280,5290,5491,6520
2002,11,NA,NA,NA,2220,5180,5250,5518,6380,2220,5180,5250,5518,6380
2002,12,NA,NA,NA,2090,4960,5040,5542,6160,2090,4960,5040,5542,6160
2003,1,NA,NA,NA,1880,4430,4610,5289,5910,1880,4430,4610,5289,5910
2003,2,NA,NA,NA,1750,4070,4400,5133,5870,1750,4070,4400,5133,5870
2003,3,NA,NA,NA,1670,4470,4630,5220,5580,1670,4470,4630,5220,5580
2003,4,NA,NA,NA,1780,4710,4870,5405,5850,1780,4710,4870,5405,5850
2003,5,NA,NA,NA,1970,4820,4970,5846,6280,1970,4820,4970,5846,6280
2003,6,NA,NA,NA,2170,4890,4980,5813,7160,2170,4890,4980,5813,7160
2003,7,NA,NA,NA,2020,4900,4920,5875,7120,2020,4900,4920,5875,7120
2003,8,NA,NA,NA,2100,4910,4940,5882,7460,2100,4910,4940,5882,7460
2003,9,NA,NA,NA,2000,4790,4880,5679,7060,2000,4790,4880,5679,7060
2003,10,NA,NA,NA,2040,4840,4920,5635,6780,2040,4840,4920,5635,6780
2003,11,NA,NA,NA,1740,4890,5090,5639,6840,1740,4890,5090,5639,6840
2003,12,NA,NA,NA,1780,4860,5090,5690,6980,1780,4860,5090,5690,6980
2004,1,NA,NA,NA,1690,4290,4660,5772,6490,1690,4290,4660,5772,6490
2004,2,NA,NA,NA,1760,4510,4690,5369,7130,1760,4510,4690,5369,7130
2004,3,NA,NA,NA,1740,4780,5180,5646,7160,1740,4780,5180,5646,7160
2004,4,NA,NA,NA,1840,4940,5100,5927,7260,1840,4940,5100,5927,7260
2004,5,NA,NA,NA,2020,4970,5330,6192,7230,2020,4970,5330,6192,7230
2004,6,NA,NA,NA,2220,5250,5370,6260,7660,2220,5250,5370,6260,7660
2004,7,NA,NA,NA,2260,5390,5430,6256,7590,2260,5390,5430,6256,7590
2004,8,NA,NA,NA,2280,5300,5380,6182,7850,2280,5300,5380,6182,7850
2004,9,NA,NA,NA,2330,5240,5280,6023,8010,2330,5240,5280,6023,8010
2004,10,NA,NA,NA,2260,5200,5280,5910,7900,2260,5200,5280,5910,7900
2004,11,NA,NA,NA,2360,5230,5290,5801,7190,2360,5230,5290,5801,7190
2004,12,NA,NA,NA,2250,5060,5250,6008,7040,2250,5060,5250,6008,7040
2005,1,NA,NA,NA,2080,4480,5000,6210,6270,2080,4480,5000,6210,6270
2005,2,NA,NA,NA,2030,4720,5110,6299,7450,2030,4720,5110,6299,7450
2005,3,NA,NA,NA,2020,4810,5150,6346,7760,2020,4810,5150,6346,7760
2005,4,NA,NA,NA,1990,5020,5280,6568,7800,1990,5020,5280,6568,7800
2005,5,NA,NA,NA,2140,5030,5170,6526,8010,2140,5030,5170,6526,8010
2005,6,NA,NA,NA,2250,5090,5160,6254,7390,2250,5090,5160,6254,7390
2005,7,NA,NA,NA,3080,5160,5230,6063,7110,3080,5160,5230,6063,7110
2005,8,NA,NA,NA,2620,5150,5170,5795,6920,2620,5150,5170,5795,6920
2005,9,NA,NA,NA,2170,5060,5120,5644,6850,2170,5060,5120,5644,6850
2005,10,NA,NA,NA,1900,5060,5110,5443,6810,1900,5060,5110,5443,6810
2005,11,NA,NA,NA,2160,4860,4990,5759,7130,2160,4860,4990,5759,7130
2005,12,NA,NA,NA,2110,4770,4990,5575,7200,2110,4770,4990,5575,7200
2006,1,NA,NA,NA,1970,4790,5070,5699,6230,1970,4790,5070,5699,6230
2006,2,NA,NA,NA,1940,4810,5170,6018,6980,1940,4810,5170,6018,6980
2006,3,NA,NA,NA,1840,4820,5140,5861,7650,1840,4820,5140,5861,7650
2006,4,NA,NA,NA,1890,4940,5070,5882,7420,1890,4940,5070,5882,7420
2006,5,NA,NA,NA,1910,4970,5100,5936,6810,1910,4970,5100,5936,6810
2006,6,NA,NA,NA,2150,5040,5120,5690,6490,2150,5040,5120,5690,6490
2006,7,NA,NA,NA,2140,4970,5070,6159,6760,2140,4970,5070,6159,6760
2006,8,NA,NA,NA,2180,4980,5040,5932,7140,2180,4980,5040,5932,7140
2006,9,NA,NA,NA,1770,4870,5010,5849,7190,1770,4870,5010,5849,7190
2006,10,NA,NA,NA,1570,4850,5160,6157,7450,1570,4850,5160,6157,7450
2006,11,NA,NA,NA,1570,4820,5040,5875,8120,1570,4820,5040,5875,8120
2006,12,NA,NA,NA,1570,4790,5130,6322,7870,1570,4790,5130,6322,7870
2007,1,NA,NA,NA,1540,4730,5130,6556,7010,1540,4730,5130,6556,7010
2007,2,NA,NA,NA,1360,4160,4460,5880,7590,1360,4160,4460,5880,7590
2007,3,NA,NA,NA,1280,4530,4840,6130,7940,1280,4530,4840,6130,7940
2007,4,NA,NA,NA,1390,4860,5040,6156,7900,1390,4860,5040,6156,7900
2007,5,NA,NA,NA,1490,4830,5000,6375,7910,1490,4830,5000,6375,7910
2007,6,NA,NA,NA,1510,4920,4990,5956,7320,1510,4920,4990,5956,7320
2007,7,NA,NA,NA,1530,4990,5040,5690,6970,1530,4990,5040,5690,6970
2007,8,NA,NA,NA,1540,4920,4980,5746,6750,1540,4920,4980,5746,6750
2007,9,NA,NA,NA,1560,4840,4880,5692,6500,1560,4840,4880,5692,6500
2007,10,NA,NA,NA,1560,4830,4890,5532,6460,1560,4830,4890,5532,6460
2007,11,NA,NA,NA,1570,4830,4880,5404,6370,1570,4830,4880,5404,6370
2007,12,NA,NA,NA,1650,4600,4740,5648,5850,1650,4600,4740,5648,5850
2008,1,NA,NA,NA,1730,4430,4760,5816,5990,1730,4430,4760,5816,5990
2008,2,NA,NA,NA,1690,4210,4680,5650,6740,1690,4210,4680,5650,6740
2008,3,NA,NA,NA,1620,4260,4670,6262,7370,1620,4260,4670,6262,7370
2008,4,NA,NA,NA,1590,4530,4810,6507,7200,1590,4530,4810,6507,7200
